CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Total_Trans_Amt,Total_Trans_Ct
711195558,Existing Customer,59,M,1,College,Single,$40K - $60K,Blue,48,6,3,7251,1603,1300,36
772735758,Existing Customer,44,M,1,Unknown,Married,Unknown,Blue,34,6,0,2885,1895,1366,31
712024908,Existing Customer,56,F,1,College,Married,Less than $40K,Blue,36,6,3,2641,1257,1439,39
778239933,Existing Customer,45,F,4,Graduate,Married,Unknown,Blue,35,6,0,2801,2043,1241,46
714893733,Existing Customer,55,M,1,High School,Married,$80K - $120K,Blue,45,3,3,16794,809,1917,33
754886958,Existing Customer,48,F,3,College,Divorced,$40K - $60K,Blue,41,4,3,9336,1672,1391,39
710104908,Existing Customer,56,F,5,College,Single,Less than $40K,Blue,43,4,0,2763,2517,1246,31
710558883,Existing Customer,41,M,3,Uneducated,Married,$60K - $80K,Blue,36,5,2,17391,1044,1248,27
713827383,Existing Customer,65,F,1,High School,Married,Less than $40K,Blue,36,3,0,3198,2493,1936,44
720267033,Existing Customer,34,M,4,Post-Graduate,Single,$80K - $120K,Blue,26,3,2,5100,1786,2375,63
712049208,Existing Customer,56,M,3,Post-Graduate,Married,$60K - $80K,Blue,39,3,2,3955,2517,1238,25
708688608,Existing Customer,62,F,1,High School,Married,Less than $40K,Blue,48,5,1,3140,1985,1626,41
716223708,Attrited Customer,45,F,3,Uneducated,Single,Unknown,Blue,36,3,3,4028,710,791,22
713217858,Existing Customer,38,F,2,Uneducated,Single,Less than $40K,Blue,32,5,3,2264,0,1204,28
819352983,Existing Customer,49,M,3,Unknown,Unknown,$120K +,Blue,44,5,2,21620,2008,1300,33
711019308,Existing Customer,58,M,2,High School,Single,$60K - $80K,Blue,45,3,0,6385,1535,1612,47
768600558,Existing Customer,41,F,4,Graduate,Single,$40K - $60K,Blue,31,4,3,2375,1658,1071,28
710202783,Existing Customer,33,M,2,Graduate,Married,$60K - $80K,Blue,13,3,3,1963,1721,1378,37
712899333,Existing Customer,47,F,4,College,Single,Less than $40K,Blue,37,6,2,4256,1084,1100,29
767036433,Existing Customer,56,F,1,Graduate,Married,Less than $40K,Blue,49,5,0,5097,1152,2052,45
793473033,Existing Customer,51,M,1,Graduate,Single,$60K - $80K,Blue,45,3,3,3228,2517,1349,33
721232058,Existing Customer,49,M,1,Graduate,Unknown,$40K - $60K,Silver,41,6,3,20231,977,1215,36
719443683,Attrited Customer,50,M,1,Unknown,Single,$120K +,Blue,39,3,3,27512,2137,1149,25
715449333,Existing Customer,55,F,3,Unknown,Married,$40K - $60K,Blue,47,5,0,1929,1540,2354,50
717998058,Existing Customer,26,M,0,Graduate,Single,Less than $40K,Blue,13,6,2,2585,2019,2644,40
779610033,Attrited Customer,58,M,1,College,Married,$80K - $120K,Blue,47,3,3,12151,1799,918,14
827332983,Existing Customer,46,M,3,High School,Single,$80K - $120K,Gold,42,3,2,34516,2113,1362,31
721183983,Existing Customer,48,M,4,High School,Married,$120K +,Blue,31,6,1,34516,1013,1222,37
718426533,Existing Customer,42,M,4,Uneducated,Divorced,$60K - $80K,Blue,32,4,2,5504,0,1364,32
710698233,Existing Customer,37,M,4,Graduate,Married,$80K - $120K,Blue,28,4,2,10021,1203,1463,40
780253533,Existing Customer,63,F,0,Unknown,Married,Less than $40K,Blue,49,5,0,3558,2318,1631,31
793581933,Existing Customer,50,M,3,High School,Single,$40K - $60K,Silver,44,4,4,19853,1513,1878,55
719229708,Existing Customer,41,F,1,High School,Single,$40K - $60K,Blue,31,6,2,4969,838,1489,32
715158483,Existing Customer,48,F,3,Graduate,Divorced,Less than $40K,Blue,40,3,3,3117,1603,1437,37
809296308,Existing Customer,46,M,2,College,Single,$80K - $120K,Blue,41,4,0,21526,2332,1313,37
778176108,Existing Customer,61,M,0,High School,Single,$60K - $80K,Blue,51,4,2,5504,1412,1290,38
796532958,Existing Customer,59,F,0,Unknown,Married,Less than $40K,Blue,53,4,2,5512,1124,1975,49
709345008,Attrited Customer,53,F,2,Doctorate,Married,Unknown,Blue,39,1,3,1438.3,0,807,22
717049533,Existing Customer,39,F,3,Doctorate,Unknown,$40K - $60K,Blue,28,5,0,7262,1466,1438,28
719366358,Existing Customer,51,M,3,High School,Married,$120K +,Blue,40,6,2,7319,1692,1233,29
721417233,Attrited Customer,45,M,2,Graduate,Married,$60K - $80K,Blue,25,3,3,1438.3,0,709,27
711622683,Existing Customer,48,M,4,Unknown,Single,$60K - $80K,Blue,30,4,3,7712,1387,1597,39
714578283,Existing Customer,47,M,1,Graduate,Married,$60K - $80K,Blue,37,6,0,2053,0,1283,28
769574883,Existing Customer,41,M,2,High School,Married,$40K - $60K,Blue,32,3,3,12804,2517,1101,37
717643608,Existing Customer,48,M,4,College,Married,$80K - $120K,Blue,36,3,2,26443,1601,1593,36
709198158,Existing Customer,50,F,4,Graduate,Single,Less than $40K,Blue,36,6,0,3125,1928,1631,46
712419708,Existing Customer,56,F,2,Post-Graduate,Married,Less than $40K,Blue,48,6,2,4930,2259,2194,53
709103358,Existing Customer,39,F,2,College,Single,Less than $40K,Blue,36,6,3,9476,0,1128,27
716966808,Existing Customer,47,M,1,Graduate,Married,$80K - $120K,Blue,37,6,3,11722,1667,1497,35
772264383,Existing Customer,44,M,2,Graduate,Single,$120K +,Blue,33,4,3,13301,0,1385,50
721057758,Existing Customer,61,F,1,Unknown,Married,Unknown,Blue,47,4,3,1438.3,0,1449,27
769137108,Attrited Customer,43,F,2,Post-Graduate,Married,Less than $40K,Blue,37,3,1,1438.3,0,974,28
717640083,Attrited Customer,59,M,1,High School,Married,$60K - $80K,Blue,36,3,3,6705,0,731,18
716445783,Existing Customer,42,F,2,Uneducated,Married,Unknown,Blue,31,4,0,22718,0,1191,37
708579633,Existing Customer,40,M,4,Unknown,Divorced,$40K - $60K,Gold,28,4,2,23981,1788,1421,34
718715583,Existing Customer,65,M,2,Unknown,Married,Less than $40K,Blue,56,4,4,2318,1010,1256,35
778686408,Existing Customer,48,M,1,College,Married,$60K - $80K,Blue,29,4,2,19324,1040,1744,50
715015683,Existing Customer,44,M,2,Graduate,Single,$40K - $60K,Blue,34,5,1,5331,1993,1766,39
805254708,Existing Customer,36,F,4,Unknown,Married,Unknown,Blue,31,5,0,15700,1276,2229,48
710462433,Existing Customer,45,M,4,Graduate,Single,$60K - $80K,Blue,30,6,2,17625,894,1773,39
721342383,Existing Customer,39,M,2,Graduate,Married,$80K - $120K,Blue,34,6,2,17438,0,1860,37
720179883,Existing Customer,40,M,4,College,Unknown,$80K - $120K,Blue,25,3,1,1962,0,1179,27
794977533,Attrited Customer,62,M,0,High School,Married,$60K - $80K,Blue,56,3,2,8077,0,906,16
779445108,Existing Customer,26,M,0,Graduate,Single,$40K - $60K,Blue,13,6,2,3290,1616,2781,54
718193958,Existing Customer,60,M,0,Uneducated,Single,Less than $40K,Blue,53,5,2,2402,1728,1650,53
710955633,Existing Customer,54,F,3,Doctorate,Single,Less than $40K,Blue,42,6,0,9256,1999,1446,37
716149383,Existing Customer,62,M,0,Graduate,Married,$60K - $80K,Blue,36,6,3,3674,895,1703,48
752604633,Attrited Customer,57,M,2,College,Married,$40K - $60K,Blue,50,2,3,6462,0,761,17
713889933,Existing Customer,59,M,0,Graduate,Single,$40K - $60K,Blue,48,4,2,1638,0,1536,44
709446783,Existing Customer,46,M,4,Graduate,Single,$60K - $80K,Blue,38,3,2,4335,2480,1373,36
789115833,Existing Customer,44,M,4,High School,Single,$60K - $80K,Blue,32,5,2,3233,1034,1256,29
711242058,Attrited Customer,48,M,4,Unknown,Single,$80K - $120K,Blue,36,1,1,11862,2517,643,16
787623858,Existing Customer,43,M,2,Uneducated,Divorced,$120K +,Silver,24,4,0,34516,1938,1215,45
709040508,Existing Customer,57,M,4,Uneducated,Married,$120K +,Blue,38,6,2,19802,1961,2244,58
708864708,Existing Customer,46,M,3,College,Unknown,$80K - $120K,Blue,36,4,2,24869,1729,1409,36
717758583,Existing Customer,40,M,3,High School,Unknown,$60K - $80K,Blue,36,4,1,3624,1975,1469,23
715416633,Existing Customer,54,M,1,Unknown,Married,$80K - $120K,Blue,36,4,2,6175,960,1847,59
717956283,Existing Customer,57,F,1,Graduate,Single,$40K - $60K,Blue,48,5,0,10953,1945,1277,29
721379433,Existing Customer,44,M,4,Graduate,Married,$60K - $80K,Blue,28,6,3,11338,0,1227,24
712027683,Existing Customer,47,F,2,Doctorate,Married,Less than $40K,Blue,35,3,2,5544,1184,1336,38
716027208,Existing Customer,47,M,4,Doctorate,Married,$60K - $80K,Blue,36,4,1,19665,706,1110,58
720475233,Existing Customer,50,F,2,High School,Married,Less than $40K,Blue,43,6,3,2927,1412,1474,26
712275108,Existing Customer,53,F,3,College,Married,$40K - $60K,Blue,33,4,3,5146,1618,1955,44
718121658,Attrited Customer,56,M,1,College,Married,$60K - $80K,Blue,44,5,3,1704,0,660,17
711593808,Attrited Customer,55,M,1,High School,Married,$60K - $80K,Blue,46,2,3,1438.3,0,888,18
716222808,Existing Customer,53,F,4,High School,Married,Less than $40K,Blue,36,6,3,2974,1170,1785,45
718731183,Attrited Customer,61,M,1,Unknown,Married,$40K - $60K,Blue,49,1,2,5472,788,705,14
788779008,Existing Customer,57,M,2,High School,Married,$60K - $80K,Blue,38,3,2,2736,1822,1211,25
710404533,Existing Customer,50,M,2,Graduate,Married,$80K - $120K,Blue,37,6,1,1438.3,862,1391,40
711173058,Existing Customer,56,F,2,Unknown,Married,Unknown,Blue,45,4,0,5406,1782,1407,29
715383108,Existing Customer,52,M,2,Graduate,Single,$120K +,Blue,44,5,1,34516,2174,1616,50
711697158,Existing Customer,60,M,0,Graduate,Married,Less than $40K,Blue,36,6,2,1976,1311,1498,43
709186983,Existing Customer,49,M,4,Uneducated,Married,$80K - $120K,Blue,40,3,1,8714,2252,1536,38
808964433,Existing Customer,46,F,4,Doctorate,Divorced,Less than $40K,Blue,41,4,1,8693,1378,1594,45
711948333,Existing Customer,42,M,1,Uneducated,Married,$80K - $120K,Blue,36,6,2,9247,710,1190,30
710541858,Existing Customer,45,M,3,High School,Married,Less than $40K,Blue,33,6,0,7717,1430,1248,37
713865333,Attrited Customer,45,F,4,Uneducated,Married,Less than $40K,Blue,38,3,3,4908,0,827,21
797707008,Attrited Customer,44,F,3,Doctorate,Married,Less than $40K,Blue,38,6,3,7222,0,920,18
713490483,Existing Customer,61,M,0,Uneducated,Single,$80K - $120K,Blue,48,6,2,21740,0,1755,54
720370533,Attrited Customer,55,M,3,Uneducated,Married,$60K - $80K,Blue,44,3,2,2323,0,804,15
779743908,Existing Customer,44,M,4,Unknown,Divorced,$60K - $80K,Blue,29,4,2,7788,0,1196,30
718675158,Attrited Customer,55,F,1,Unknown,Married,Less than $40K,Blue,36,4,3,1438.3,361,850,22
710784333,Existing Customer,57,M,2,Unknown,Married,$120K +,Blue,36,3,2,23700,1314,1644,28
816596583,Existing Customer,45,M,2,Doctorate,Married,$80K - $120K,Blue,40,6,1,11710,693,1749,50
717517758,Existing Customer,57,F,0,High School,Married,$40K - $60K,Blue,45,3,2,2278,845,2307,45
712880283,Existing Customer,31,M,0,Uneducated,Married,$40K - $60K,Blue,22,3,0,4048,1113,1757,45
753226158,Existing Customer,34,F,2,Graduate,Married,Less than $40K,Blue,24,6,2,3663,1853,1826,35
720605808,Attrited Customer,53,F,1,Graduate,Single,Less than $40K,Blue,36,2,3,1438.3,0,799,17
758317233,Existing Customer,35,F,1,College,Single,Unknown,Blue,28,4,2,3518,1575,2121,60
711028308,Existing Customer,44,F,4,Graduate,Married,Less than $40K,Blue,36,4,0,1717,0,1468,29
814852533,Existing Customer,50,M,1,Graduate,Married,$80K - $120K,Blue,45,3,2,16813,1185,1482,46
711526533,Existing Customer,33,M,3,Post-Graduate,Married,$80K - $120K,Blue,25,4,3,16434,2104,1726,37
804403908,Existing Customer,50,M,3,Graduate,Single,$60K - $80K,Blue,45,4,3,21872,1118,1806,31
716999883,Existing Customer,51,M,4,High School,Married,$80K - $120K,Blue,41,5,0,15897,1437,1405,43
716452083,Existing Customer,56,F,4,Unknown,Married,Less than $40K,Blue,46,5,2,4271,1150,2052,50
787599258,Existing Customer,55,F,3,Graduate,Single,Less than $40K,Blue,29,6,2,7361,1309,1175,34
714495258,Existing Customer,26,M,0,College,Single,Less than $40K,Blue,36,4,3,1438.3,479,1786,37
717713283,Existing Customer,42,F,3,Graduate,Married,Less than $40K,Blue,33,6,3,8628,1077,1675,58
789317883,Existing Customer,54,M,2,College,Married,$80K - $120K,Blue,44,4,3,18750,1705,1200,36
714500883,Existing Customer,44,F,3,Graduate,Married,Unknown,Blue,36,4,3,21242,819,1283,37
789467508,Existing Customer,65,F,0,Graduate,Married,$40K - $60K,Blue,56,5,0,2961,1570,1937,57
710317758,Existing Customer,38,F,3,High School,Married,Unknown,Blue,29,4,2,11327,1528,2033,38
711231558,Existing Customer,58,M,3,High School,Married,$60K - $80K,Blue,40,6,3,8308,2517,1915,37
716829483,Existing Customer,39,F,3,Post-Graduate,Married,$40K - $60K,Blue,28,4,2,3249,2217,1988,36
779713608,Existing Customer,52,M,2,High School,Married,$120K +,Blue,36,5,2,2981,1358,1648,30
711628458,Existing Customer,45,F,3,Graduate,Married,Less than $40K,Blue,31,4,0,8829,901,1902,45
718943508,Existing Customer,42,M,3,Unknown,Single,$80K - $120K,Blue,33,3,2,3714,2170,1454,35
770724558,Attrited Customer,42,M,2,College,Married,$60K - $80K,Blue,28,6,3,7340,0,838,24
783561558,Existing Customer,57,M,4,Post-Graduate,Married,$120K +,Blue,51,4,3,16952,0,1918,61
719309958,Attrited Customer,55,M,3,Doctorate,Single,$80K - $120K,Blue,35,4,3,20865,0,837,25
788785083,Existing Customer,44,F,3,College,Unknown,Less than $40K,Blue,25,6,2,3083,1040,4311,78
780481308,Existing Customer,37,F,3,Graduate,Married,Unknown,Blue,24,3,2,10584,1550,1567,33
711757383,Existing Customer,50,F,3,Unknown,Married,Less than $40K,Blue,42,4,2,2240,0,1905,39
787550808,Existing Customer,51,M,2,Graduate,Married,$40K - $60K,Blue,40,5,2,12240,1566,1422,26
779863533,Existing Customer,37,M,1,Graduate,Married,$80K - $120K,Blue,21,6,0,5120,0,1680,32
714529233,Existing Customer,36,F,2,Graduate,Married,Less than $40K,Blue,24,3,3,3124,1593,1652,41
708177333,Existing Customer,51,F,2,High School,Married,Less than $40K,Silver,36,5,0,11261,2485,1158,26
812019933,Existing Customer,65,M,1,Uneducated,Married,$40K - $60K,Blue,56,3,2,2468,2021,1797,46
708557358,Existing Customer,43,M,2,College,Married,$60K - $80K,Blue,28,4,3,22157,1355,1911,55
713580633,Existing Customer,46,M,3,Graduate,Married,$40K - $60K,Blue,32,6,3,11477,0,1260,27
711466533,Existing Customer,43,F,2,Graduate,Married,Less than $40K,Blue,33,5,2,3933,852,1489,45
802276683,Existing Customer,56,M,3,Graduate,Married,$80K - $120K,Blue,50,3,3,8022,1372,1794,31
780913308,Existing Customer,43,M,3,Unknown,Single,$60K - $80K,Blue,34,6,0,13771,2517,1510,42
808897683,Attrited Customer,53,M,1,Graduate,Single,$80K - $120K,Blue,48,3,3,30271,1406,3231,47
719428308,Existing Customer,50,M,2,High School,Unknown,$60K - $80K,Blue,41,6,2,3244,1762,1274,32
713010483,Existing Customer,43,F,3,Graduate,Married,$40K - $60K,Blue,36,6,3,2936,2379,1572,57
717006333,Existing Customer,54,M,3,High School,Married,$80K - $120K,Blue,36,6,2,1438.3,1133,1935,41
787621158,Existing Customer,33,M,2,Unknown,Married,$60K - $80K,Blue,25,6,3,6242,491,2187,59
716924058,Existing Customer,58,F,2,Uneducated,Married,$40K - $60K,Blue,49,3,3,6175,1166,1417,25
720916683,Existing Customer,41,M,3,Graduate,Single,$80K - $120K,Blue,26,4,2,11806,1811,1465,31
720923658,Existing Customer,48,M,3,Post-Graduate,Single,$60K - $80K,Blue,39,5,2,4734,954,1570,45
712710708,Existing Customer,55,M,2,High School,Single,$40K - $60K,Blue,36,5,0,6244,2517,1445,40
718939083,Attrited Customer,54,F,2,Graduate,Married,Less than $40K,Blue,45,3,3,1438.3,306,694,15
779519058,Existing Customer,51,F,3,Post-Graduate,Divorced,Unknown,Platinum,34,3,2,34516,1578,1929,40
719085933,Existing Customer,35,M,3,Graduate,Single,$80K - $120K,Blue,24,4,2,23561,864,2447,64
715124958,Existing Customer,50,M,3,Uneducated,Single,$80K - $120K,Blue,36,5,3,24742,1676,1306,31
712979133,Attrited Customer,55,M,4,High School,Married,$80K - $120K,Blue,41,2,2,27560,900,646,10
712006308,Existing Customer,45,F,0,College,Divorced,Less than $40K,Blue,35,6,3,5923,1686,1236,35
710801133,Existing Customer,34,M,2,Uneducated,Married,$60K - $80K,Blue,36,6,2,8581,2326,2513,63
712490283,Existing Customer,55,F,4,Graduate,Married,$40K - $60K,Blue,41,4,3,3156,2517,2091,48
720071583,Attrited Customer,48,F,2,Unknown,Married,Less than $40K,Blue,36,5,3,7151,800,854,22
717958833,Existing Customer,46,M,4,Graduate,Married,$60K - $80K,Blue,35,5,2,1535,700,1848,25
812420358,Attrited Customer,61,F,0,Graduate,Married,Less than $40K,Blue,56,3,3,2122,554,949,17
712370208,Existing Customer,48,M,1,Uneducated,Unknown,$60K - $80K,Blue,35,3,2,17131,1213,1371,37
715940358,Existing Customer,51,F,1,Graduate,Married,Less than $40K,Blue,42,6,2,5822,2387,1804,49
715041333,Existing Customer,39,M,3,Doctorate,Married,$60K - $80K,Blue,29,3,3,3537,2517,1605,43
712797258,Existing Customer,43,M,3,Graduate,Married,$120K +,Blue,33,3,3,34516,2129,1463,38
769170558,Existing Customer,53,M,3,Graduate,Single,$60K - $80K,Blue,47,6,3,16320,0,1279,41
715884858,Existing Customer,38,M,2,High School,Married,$80K - $120K,Blue,36,5,3,2407,843,1470,28
796343058,Existing Customer,49,F,2,High School,Single,Less than $40K,Blue,43,4,2,3538,0,1265,38
783910008,Existing Customer,37,F,0,Unknown,Married,Less than $40K,Blue,31,5,2,2684,1381,2002,60
718888308,Existing Customer,53,M,3,Graduate,Single,$80K - $120K,Blue,36,4,2,34516,2517,1475,33
785114808,Existing Customer,46,M,2,Post-Graduate,Single,$40K - $60K,Silver,40,4,2,15459,0,1419,30
709852908,Existing Customer,44,F,3,Uneducated,Single,Less than $40K,Blue,36,5,3,4307,0,1628,37
823528833,Existing Customer,50,F,1,Unknown,Single,Less than $40K,Blue,46,4,3,2081,1235,1337,29
719679858,Existing Customer,58,F,2,Uneducated,Married,$40K - $60K,Blue,47,3,2,2848,1468,1135,27
827108583,Existing Customer,55,M,3,High School,Single,$120K +,Blue,51,3,3,34516,1266,1161,26
787833333,Existing Customer,44,M,3,College,Unknown,$80K - $120K,Blue,35,6,2,6361,1292,1571,38
719781183,Existing Customer,57,M,4,High School,Married,$80K - $120K,Blue,38,4,3,15428,1553,1916,40
710429358,Existing Customer,57,M,1,High School,Married,$40K - $60K,Blue,48,5,3,2544,1927,1346,30
798792408,Attrited Customer,48,M,3,High School,Married,$80K - $120K,Blue,42,1,3,9959,0,805,24
710280558,Existing Customer,51,M,1,Graduate,Single,$60K - $80K,Blue,39,3,2,8796,2517,1195,18
809825358,Existing Customer,53,F,3,Uneducated,Married,Less than $40K,Blue,48,6,3,3428,1566,1155,34
714451833,Existing Customer,45,F,1,Doctorate,Single,Less than $40K,Blue,36,6,2,1438.3,0,1431,34
713943783,Existing Customer,41,M,4,Post-Graduate,Married,$60K - $80K,Blue,32,5,2,18001,906,1194,25
710706558,Existing Customer,51,F,4,Graduate,Single,Less than $40K,Blue,42,3,3,2680,1753,1154,33
713620308,Existing Customer,46,F,2,High School,Married,Less than $40K,Blue,35,6,3,4675,1734,1232,34
813453408,Existing Customer,40,F,5,College,Married,Less than $40K,Blue,35,3,3,2448,1693,1269,30
818248383,Existing Customer,33,M,2,Doctorate,Married,$60K - $80K,Blue,28,3,3,4049,0,1742,35
780106908,Existing Customer,53,M,1,High School,Single,$80K - $120K,Blue,38,6,2,8154,996,1379,26
708938508,Existing Customer,63,M,1,High School,Married,$40K - $60K,Blue,36,5,2,4559,1571,1870,35
709671708,Existing Customer,61,M,0,Uneducated,Single,$80K - $120K,Blue,36,4,1,19354,984,1207,32
711204483,Attrited Customer,56,M,4,High School,Married,$60K - $80K,Blue,46,3,3,2340,1930,781,15
801728658,Existing Customer,53,M,2,Graduate,Single,$60K - $80K,Blue,47,6,0,13848,1389,1773,38
713945883,Attrited Customer,62,F,2,Graduate,Married,Less than $40K,Blue,52,4,2,2490,513,864,20
779558733,Existing Customer,50,F,4,Unknown,Married,Unknown,Silver,36,6,2,32156,1791,1559,39
788370258,Existing Customer,37,M,4,Graduate,Married,$60K - $80K,Blue,30,5,2,2578,2517,1830,64
714927333,Existing Customer,62,F,0,Graduate,Married,Unknown,Blue,52,6,2,9050,1538,1542,43
710383158,Existing Customer,49,M,3,Uneducated,Single,$80K - $120K,Silver,41,4,2,34516,0,1506,47
798007308,Existing Customer,57,F,3,High School,Married,Unknown,Blue,51,6,0,8362,0,1175,41
711768858,Existing Customer,55,M,2,High School,Married,$80K - $120K,Blue,36,3,3,6514,2258,1383,20
714888633,Existing Customer,50,M,1,Graduate,Married,$80K - $120K,Blue,42,3,4,4051,1183,1837,57
712650333,Existing Customer,48,M,3,College,Married,$60K - $80K,Blue,37,3,2,11959,1665,1191,40
719945433,Existing Customer,60,F,1,Uneducated,Divorced,$40K - $60K,Blue,48,3,2,2070,0,1793,53
720310458,Existing Customer,46,M,1,Unknown,Single,$120K +,Blue,32,5,1,11840,1295,1560,49
718344033,Existing Customer,47,M,2,College,Married,$120K +,Blue,35,4,2,3636,1010,1564,59
715442958,Existing Customer,54,M,2,Uneducated,Married,$60K - $80K,Blue,36,3,3,11067,2517,1843,38
780326883,Existing Customer,53,M,2,Doctorate,Married,$60K - $80K,Blue,40,3,3,11262,1435,2165,61
711157833,Existing Customer,56,F,3,Graduate,Single,$40K - $60K,Blue,36,4,0,5108,1656,1631,41
719704308,Existing Customer,56,F,4,High School,Married,$40K - $60K,Blue,36,5,1,2072,1543,1265,32
708772308,Existing Customer,41,M,3,Uneducated,Married,$80K - $120K,Blue,24,4,3,4119,1656,1455,35
817663908,Existing Customer,60,F,1,Graduate,Married,$40K - $60K,Blue,42,5,3,5903,1335,1137,27
780054258,Existing Customer,40,M,5,Graduate,Unknown,$40K - $60K,Blue,25,6,3,7860,541,1367,35
709990983,Existing Customer,49,F,3,Post-Graduate,Married,$40K - $60K,Blue,36,6,2,5918,842,1292,26
818045958,Existing Customer,46,M,4,Graduate,Single,$40K - $60K,Blue,41,5,2,6741,1745,1682,46
716380683,Existing Customer,36,F,3,High School,Married,Less than $40K,Blue,36,6,2,3880,1542,1598,39
787480158,Existing Customer,57,F,2,Unknown,Married,Less than $40K,Blue,45,4,0,2494,1639,1555,39
778461408,Existing Customer,38,M,1,High School,Married,$80K - $120K,Blue,23,4,2,22149,987,2409,36
713861733,Existing Customer,50,M,3,Graduate,Divorced,$80K - $120K,Blue,36,4,1,34516,1542,1770,65
789291633,Existing Customer,62,M,0,Graduate,Married,$60K - $80K,Blue,51,3,0,5450,967,1526,45
789513858,Attrited Customer,43,M,3,Unknown,Married,$40K - $60K,Blue,35,2,3,1438.3,0,891,28
778357458,Existing Customer,44,F,5,Unknown,Single,Less than $40K,Blue,24,4,3,2003,1224,1756,42
718325883,Existing Customer,39,M,2,Uneducated,Single,$40K - $60K,Blue,32,6,2,7723,1902,1241,22
720344658,Existing Customer,38,M,2,College,Married,$80K - $120K,Blue,23,4,1,18226,1847,1681,43
809292483,Existing Customer,44,F,4,College,Married,Less than $40K,Blue,39,4,2,8128,1846,1224,32
779791008,Existing Customer,43,M,3,High School,Married,$80K - $120K,Blue,32,6,3,5851,1660,1572,38
779557533,Existing Customer,54,M,1,Post-Graduate,Single,$80K - $120K,Blue,40,6,3,10260,942,1566,50
795904233,Existing Customer,38,F,3,Unknown,Single,Unknown,Blue,32,5,0,26945,727,1579,40
710573808,Existing Customer,55,M,2,Unknown,Single,$60K - $80K,Blue,36,6,3,2243,1418,1334,31
717418158,Existing Customer,42,M,5,Unknown,Unknown,$120K +,Blue,36,4,2,34516,1839,1230,34
771963708,Attrited Customer,56,M,3,Unknown,Married,$60K - $80K,Blue,45,5,2,12248,0,767,25
712433508,Attrited Customer,59,F,1,Unknown,Married,Unknown,Blue,50,3,3,1438.3,0,724,16
779320983,Existing Customer,46,M,4,Uneducated,Single,$80K - $120K,Blue,28,4,2,19843,1178,1638,49
718093233,Existing Customer,55,F,2,Post-Graduate,Married,Less than $40K,Blue,45,3,3,2163,0,1349,47
719459358,Existing Customer,52,M,1,Doctorate,Married,$120K +,Blue,41,4,2,33864,989,1751,48
717728808,Existing Customer,39,F,2,Graduate,Married,Less than $40K,Blue,26,3,2,4531,1214,1414,40
788701608,Existing Customer,42,F,4,Graduate,Single,Less than $40K,Blue,26,5,3,2950,1705,1260,32
778506633,Attrited Customer,43,F,4,College,Married,Less than $40K,Blue,23,6,3,7706,392,965,27
719989008,Existing Customer,47,F,1,High School,Unknown,Unknown,Blue,36,5,0,25657,2216,1121,25
791839233,Existing Customer,42,F,4,Unknown,Divorced,Unknown,Blue,36,5,2,17536,1525,1411,28
716918508,Existing Customer,39,M,1,College,Single,$40K - $60K,Blue,24,4,3,3770,1197,1602,49
717321783,Existing Customer,50,M,1,Uneducated,Single,$60K - $80K,Blue,45,5,2,10344,1274,1617,47
799000008,Existing Customer,57,M,2,Post-Graduate,Divorced,$120K +,Blue,51,4,1,26437,1472,1244,36
721517208,Existing Customer,41,M,4,Unknown,Married,Less than $40K,Blue,30,4,1,2450,1967,1263,29
719068683,Existing Customer,52,F,1,High School,Married,$40K - $60K,Blue,36,5,2,3136,1864,1036,25
709120008,Existing Customer,43,M,2,High School,Single,$60K - $80K,Blue,36,4,2,6976,0,1217,39
709117533,Existing Customer,42,M,3,High School,Single,$80K - $120K,Blue,36,4,1,21134,1508,1556,35
816594183,Existing Customer,58,F,2,Uneducated,Married,$40K - $60K,Blue,53,6,3,2019,1380,2005,62
789485433,Existing Customer,42,M,4,College,Married,$80K - $120K,Blue,34,3,3,34516,668,1698,67
712881483,Existing Customer,55,M,1,Post-Graduate,Married,$80K - $120K,Blue,45,5,3,9959,1890,2041,45
712689333,Existing Customer,38,M,2,Unknown,Single,$80K - $120K,Blue,28,4,2,20241,1203,1102,31
